casenum,prognum,Trial,Condition,juicerecord,juiceYN,EXpectedPicduration,ExpectedITIpostpic,ExpectedITIpostjuice,ExpectedTrialTIme,Value,Code,rename1,Subject,RunList,volumeSTART,volumeEND,rename2,eventtocode
17508,17708,4,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-07,1,1016,1017,juiceN,Event
17509,17709,5,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-07,1,1018,1019,food+Y,Event
17510,17710,6,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-07,1,1020,1021,juiceY,Event
17511,17711,7,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-07,1,1022,1023,food+N,Event
17512,17712,8,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-07,1,1024,1025,juiceN,Event
17513,17713,9,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-07,1,1026,1027,food+N,Event
17514,17714,10,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-07,1,1028,1029,juiceN,Event
17515,17715,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-07,1,1030,1031,ero,Event
17516,17716,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-07,1,1032,1033,mut,Event
17517,17717,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-07,1,1034,1035,neu,Event
17518,17718,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-07,1,1036,1037,checks,Event
17519,17719,1,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-07,2,1038,1039,food+N,Event
17520,17720,2,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-07,2,1040,1041,juiceN,Event
17521,17721,3,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-07,2,1042,1043,food+N,Event
17522,17722,4,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-07,2,1044,1045,juiceN,Event
17523,17723,5,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-07,2,1046,1047,food+Y,Event
17524,17724,6,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-07,2,1048,1049,juiceY,Event
17525,17725,7,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-07,2,1050,1051,food+Y,Event
17526,17726,8,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-07,2,1052,1053,juiceY,Event
17527,17727,9,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-07,2,1054,1055,food+Y,Event
17528,17728,10,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-07,2,1056,1057,juiceY,Event
17529,17729,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-07,2,1058,1059,ero,Event
17530,17730,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-07,2,1060,1061,mut,Event
17531,17731,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-07,2,1062,1063,neu,Event
17532,17732,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-07,2,1064,1065,checks,Event
17533,17733,1,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-07,3,1066,1067,food+Y,Event
17534,17734,2,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-07,3,1068,1069,juiceY,Event
17535,17735,3,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-07,3,1070,1071,food+Y,Event
17536,17736,4,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-07,3,1072,1073,juiceY,Event
17537,17737,5,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-07,3,1074,1075,food+Y,Event
17538,17738,6,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-07,3,1076,1077,juiceY,Event
17539,17739,7,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-07,3,1078,1079,food+N,Event
17540,17740,8,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-07,3,1080,1081,juiceN,Event
17541,17741,9,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-07,3,1082,1083,food+Y,Event
17542,17742,10,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-07,3,1084,1085,juiceY,Event
17543,17743,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-07,3,1086,1087,ero,Event
17544,17744,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-07,3,1088,1089,mut,Event
17545,17745,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-07,3,1090,1091,neu,Event
17546,17746,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-07,3,1092,1093,checks,Event
17547,17747,1,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-07,4,1094,1095,food+Y,Event
17548,17748,2,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-07,4,1096,1097,juiceY,Event
17549,17749,3,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-07,4,1098,1099,food+N,Event
17550,17750,4,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-07,4,1100,1101,juiceN,Event
17551,17751,5,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-07,4,1102,1103,food+N,Event
17552,17752,6,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-07,4,1104,1105,juiceN,Event
17553,17753,7,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-07,4,1106,1107,food+N,Event
17554,17754,8,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-07,4,1108,1109,juiceN,Event
17555,17755,9,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-07,4,1110,1111,food+N,Event
17556,17756,10,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-07,4,1112,1113,juiceN,Event
17557,17757,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-07,4,1114,1115,ero,Event
17558,17758,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-07,4,1116,1117,mut,Event
17559,17759,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-07,4,1118,1119,neu,Event
17560,17760,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-07,4,1120,1121,checks,Event
17561,17761,1,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-07,5,1122,1123,food+Y,Event
17562,17762,2,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-07,5,1124,1125,juiceY,Event
17563,17763,3,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-07,5,1126,1127,food+Y,Event
17564,17764,4,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-07,5,1128,1129,juiceY,Event
17565,17765,5,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-07,5,1130,1131,food+Y,Event
17566,17766,6,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-07,5,1132,1133,juiceY,Event
17567,17767,7,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-07,5,1134,1135,food+N,Event
17568,17768,8,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-07,5,1136,1137,juiceN,Event
17569,17769,9,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-07,5,1138,1139,food+N,Event
17570,17770,10,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-07,5,1140,1141,juiceN,Event
17571,17771,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-07,5,1142,1143,ero,Event
17572,17772,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-07,5,1144,1145,mut,Event
17573,17773,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-07,5,1146,1147,neu,Event
17574,17774,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-07,5,1148,1149,checks,Event
17575,17775,1,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-07,6,1150,1151,food+Y,Event
17576,17776,2,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-07,6,1152,1153,juiceY,Event
17577,17777,3,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-07,6,1154,1155,food+N,Event
17578,17778,4,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-07,6,1156,1157,juiceN,Event
17579,17779,5,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-07,6,1158,1159,food+N,Event
17580,17780,6,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-07,6,1160,1161,juiceN,Event
17581,17781,7,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-07,6,1162,1163,food+Y,Event
17582,17782,8,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-07,6,1164,1165,juiceY,Event
17583,17783,9,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-07,6,1166,1167,food+Y,Event
17584,17784,10,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-07,6,1168,1169,juiceY,Event
17585,17785,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-07,6,1170,1171,ero,Event
17586,17786,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-07,6,1172,1173,mut,Event
17587,17787,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-07,6,1174,1175,neu,Event
17588,17788,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-07,6,1176,1177,checks,Event
17589,17789,1,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-08,1,1178,1179,food+Y,Event
17590,17790,2,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-08,1,1180,1181,juiceY,Event
17591,17791,3,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-08,1,1182,1183,food+N,Event
17592,17792,4,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-08,1,1184,1185,juiceN,Event
17593,17793,5,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-08,1,1186,1187,food+Y,Event
17594,17794,6,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-08,1,1188,1189,juiceY,Event
17595,17795,7,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-08,1,1190,1191,food+N,Event
17596,17796,8,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-08,1,1192,1193,juiceN,Event
17597,17797,9,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-08,1,1194,1195,food+Y,Event
17598,17798,10,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-08,1,1196,1197,juiceY,Event
17599,17799,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-08,1,1198,1199,ero,Event
17600,17800,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-08,1,1200,1201,mut,Event
17601,17801,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-08,1,1202,1203,neu,Event
17602,17802,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-08,1,1204,1205,checks,Event
17603,17803,1,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-08,2,1206,1207,food+Y,Event
17604,17804,2,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-08,2,1208,1209,juiceY,Event
17605,17805,3,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-08,2,1210,1211,food+N,Event
17606,17806,4,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-08,2,1212,1213,juiceN,Event
17607,17807,5,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-08,2,1214,1215,food+Y,Event
17608,17808,6,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-08,2,1216,1217,juiceY,Event
17609,17809,7,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-08,2,1218,1219,food+N,Event
17610,17810,8,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-08,2,1220,1221,juiceN,Event
17611,17811,9,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-08,2,1222,1223,food+N,Event
17612,17812,10,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-08,2,1224,1225,juiceN,Event
17613,17813,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-08,2,1226,1227,ero,Event
17614,17814,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-08,2,1228,1229,mut,Event
17615,17815,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-08,2,1230,1231,neu,Event
17616,17816,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-08,2,1232,1233,checks,Event
17617,17817,1,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-08,3,1234,1235,food+N,Event
17618,17818,2,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-08,3,1236,1237,juiceN,Event
17619,17819,3,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-08,3,1238,1239,food+N,Event
17620,17820,4,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-08,3,1240,1241,juiceN,Event
17621,17821,5,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-08,3,1242,1243,food+Y,Event
17622,17822,6,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-08,3,1244,1245,juiceY,Event
17623,17823,7,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-08,3,1246,1247,food+N,Event
17624,17824,8,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-08,3,1248,1249,juiceN,Event
17625,17825,9,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-08,3,1250,1251,food+Y,Event
17626,17826,10,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-08,3,1252,1253,juiceY,Event
17627,17827,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-08,3,1254,1255,ero,Event
17628,17828,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-08,3,1256,1257,mut,Event
17629,17829,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-08,3,1258,1259,neu,Event
17630,17830,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-08,3,1260,1261,checks,Event
17631,17831,1,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-08,4,1262,1263,food+Y,Event
17632,17832,2,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-08,4,1264,1265,juiceY,Event
17633,17833,3,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-08,4,1266,1267,food+Y,Event
17634,17834,4,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-08,4,1268,1269,juiceY,Event
17635,17835,5,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-08,4,1270,1271,food+Y,Event
17636,17836,6,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-08,4,1272,1273,juiceY,Event
17637,17837,7,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-08,4,1274,1275,food+Y,Event
17638,17838,8,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-08,4,1276,1277,juiceY,Event
17639,17839,9,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-08,4,1278,1279,food+Y,Event
17640,17840,10,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-08,4,1280,1281,juiceY,Event
17641,17841,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-08,4,1282,1283,ero,Event
17642,17842,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-08,4,1284,1285,mut,Event
17643,17843,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-08,4,1286,1287,neu,Event
17644,17844,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-08,4,1288,1289,checks,Event
17645,17845,1,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-08,5,1290,1291,food+Y,Event
17646,17846,2,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-08,5,1292,1293,juiceY,Event
17647,17847,3,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-08,5,1294,1295,food+N,Event
17648,17848,4,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-08,5,1296,1297,juiceN,Event
17649,17849,5,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-08,5,1298,1299,food+Y,Event
17650,17850,6,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-08,5,1300,1301,juiceY,Event
17651,17851,7,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-08,5,1302,1303,food+N,Event
17652,17852,8,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-08,5,1304,1305,juiceN,Event
17653,17853,9,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-08,5,1306,1307,food+Y,Event
17654,17854,10,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-08,5,1308,1309,juiceY,Event
17655,17855,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-08,5,1310,1311,ero,Event
17656,17856,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-08,5,1312,1313,mut,Event
17657,17857,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-08,5,1314,1315,neu,Event
17658,17858,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-08,5,1316,1317,checks,Event
17659,17859,1,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-08,6,1318,1319,food+Y,Event
17660,17860,2,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-08,6,1320,1321,juiceY,Event
17661,17861,3,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-08,6,1322,1323,food+Y,Event
17662,17862,4,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-08,6,1324,1325,juiceY,Event
17663,17863,5,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-08,6,1326,1327,food+N,Event
17664,17864,6,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-08,6,1328,1329,juiceN,Event
17665,17865,7,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-08,6,1330,1331,food+N,Event
17666,17866,8,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-08,6,1332,1333,juiceN,Event
17667,17867,9,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-08,6,1334,1335,food+N,Event
17668,17868,10,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-08,6,1336,1337,juiceN,Event
17669,17869,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-08,6,1338,1339,ero,Event
17670,17870,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-08,6,1340,1341,mut,Event
17671,17871,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-08,6,1342,1343,neu,Event
17672,17872,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-08,6,1344,1345,checks,Event
17673,17873,1,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-09,1,1346,1347,food+Y,Event
17674,17874,2,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-09,1,1348,1349,juiceY,Event
17675,17875,3,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-09,1,1350,1351,food+Y,Event
17676,17876,4,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-09,1,1352,1353,juiceY,Event
17677,17877,5,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-09,1,1354,1355,food+Y,Event
17678,17878,6,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-09,1,1356,1357,juiceY,Event
17679,17879,7,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-09,1,1358,1359,food+Y,Event
17680,17880,8,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-09,1,1360,1361,juiceY,Event
17681,17881,9,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-09,1,1362,1363,food+N,Event
17682,17882,10,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-09,1,1364,1365,juiceN,Event
17683,17883,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-09,1,1366,1367,ero,Event
17684,17884,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-09,1,1368,1369,mut,Event
17685,17885,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-09,1,1370,1371,neu,Event
17686,17886,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-09,1,1372,1373,checks,Event
17687,17887,1,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-09,2,1374,1375,food+Y,Event
17688,17888,2,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-09,2,1376,1377,juiceY,Event
17689,17889,3,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-09,2,1378,1379,food+N,Event
17690,17890,4,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-09,2,1380,1381,juiceN,Event
17691,17891,5,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-09,2,1382,1383,food+Y,Event
17692,17892,6,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-09,2,1384,1385,juiceY,Event
17693,17893,7,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-09,2,1386,1387,food+Y,Event
17694,17894,8,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-09,2,1388,1389,juiceY,Event
17695,17895,9,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-09,2,1390,1391,food+N,Event
17696,17896,10,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-09,2,1392,1393,juiceN,Event
17697,17897,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-09,2,1394,1395,ero,Event
17698,17898,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-09,2,1396,1397,mut,Event
17699,17899,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-09,2,1398,1399,neu,Event
17700,17900,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-09,2,1400,1401,checks,Event
17701,17901,1,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-09,3,1402,1403,food+Y,Event
17702,17902,2,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-09,3,1404,1405,juiceY,Event
17703,17903,3,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-09,3,1406,1407,food+Y,Event
17704,17904,4,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-09,3,1408,1409,juiceY,Event
17705,17905,5,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-09,3,1410,1411,food+Y,Event
17706,17906,6,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-09,3,1412,1413,juiceY,Event
17707,17907,7,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-09,3,1414,1415,food+Y,Event
17708,17908,8,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-09,3,1416,1417,juiceY,Event
17709,17909,9,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-09,3,1418,1419,food+N,Event
17710,17910,10,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-09,3,1420,1421,juiceN,Event
17711,17911,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-09,3,1422,1423,ero,Event
17712,17912,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-09,3,1424,1425,mut,Event
17713,17913,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-09,3,1426,1427,neu,Event
17714,17914,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-09,3,1428,1429,checks,Event
17715,17915,1,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-09,4,1430,1431,food+Y,Event
17716,17916,2,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-09,4,1432,1433,juiceY,Event
17717,17917,3,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-09,4,1434,1435,food+Y,Event
17718,17918,4,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-09,4,1436,1437,juiceY,Event
17719,17919,5,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-09,4,1438,1439,food+Y,Event
17720,17920,6,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-09,4,1440,1441,juiceY,Event
17721,17921,7,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-09,4,1442,1443,food+Y,Event
17722,17922,8,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-09,4,1444,1445,juiceY,Event
17723,17923,9,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-09,4,1446,1447,food+N,Event
17724,17924,10,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-09,4,1448,1449,juiceN,Event
17725,17925,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-09,4,1450,1451,ero,Event
17726,17926,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-09,4,1452,1453,mut,Event
17727,17927,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-09,4,1454,1455,neu,Event
17728,17928,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-09,4,1456,1457,checks,Event
17729,17929,1,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-09,5,1458,1459,food+N,Event
17730,17930,2,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-09,5,1460,1461,juiceN,Event
17731,17931,3,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-09,5,1462,1463,food+Y,Event
17732,17932,4,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-09,5,1464,1465,juiceY,Event
17733,17933,5,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-09,5,1466,1467,food+Y,Event
17734,17934,6,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-09,5,1468,1469,juiceY,Event
17735,17935,7,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-09,5,1470,1471,food+N,Event
17736,17936,8,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-09,5,1472,1473,juiceN,Event
17737,17937,9,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-09,5,1474,1475,food+N,Event
17738,17938,10,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-09,5,1476,1477,juiceN,Event
17739,17939,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-09,5,1478,1479,ero,Event
17740,17940,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-09,5,1480,1481,mut,Event
17741,17941,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-09,5,1482,1483,neu,Event
17742,17942,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-09,5,1484,1485,checks,Event
17743,17943,1,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-09,6,1486,1487,food+Y,Event
17744,17944,2,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-09,6,1488,1489,juiceY,Event
17745,17945,3,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-09,6,1490,1491,food+N,Event
17746,17946,4,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-09,6,1492,1493,juiceN,Event
17747,17947,5,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-09,6,1494,1495,food+Y,Event
17748,17948,6,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-09,6,1496,1497,juiceY,Event
17749,17949,7,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-09,6,1498,1499,food+N,Event
17750,17950,8,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-09,6,1500,1501,juiceN,Event
17751,17951,9,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-09,6,1502,1503,food+N,Event
17752,17952,10,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-09,6,1504,1505,juiceN,Event
